RunningID,Ra,Dec,X,Y,Flux1,dFlux1,Flux2,dFlux2,Flux3,dFlux3,Class,Mag1,dMag1,Mag2,dMag2,Mag3,dMag3,StarID,MJD,FieldId
225232.0,7723.82,4782.32,4622.51,129.959,7504.2,189.151,10812.5,276.799,4.71288,-0.523781,-1.0,16.9216,0.0305249,16.9235,0.0273672,16.9329,0.0277948,170000,57268.1671072,2
225233.0,7720.09,4788.61,1349.68,127.669,2165.72,186.489,3063.1,274.048,4.71288,-0.523769,-1.0,18.2582,0.102703,18.2727,0.0934926,18.3023,0.0971385,170001,57268.1671072,2
225328.0,7006.22,4786.65,3983.93,129.508,6704.26,188.728,10020.6,276.478,4.7117,-0.523189,-1.0,17.083,0.0352948,17.0458,0.030564,17.0155,0.0299565,170002,57268.1671072,2
225393.0,6316.72,4789.24,2621.08,130.25,4404.6,189.247,6571.37,276.684,4.71055,-0.522622,-2.0,17.5376,0.0539539,17.502,0.0466496,17.4736,0.0457146,170003,57268.1671072,2
225330.0,3291.71,4789.79,1000.94,132.763,1666.95,191.553,2464.46,277.847,4.70554,-0.520143,1.0,18.5828,0.144011,18.5569,0.124765,18.5384,0.122408,170004,57268.1671072,2
225295.0,2061.11,4785.43,3773.66,132.981,6449.07,192.143,10249.9,279.141,4.7035,-0.519139,1.0,17.1419,0.0382608,17.088,0.0323484,16.9909,0.0295686,170005,57268.1671072,2
225307.0,1651.94,4780.42,10847.8,132.379,17818.4,191.604,26246.6,278.984,4.70282,-0.518809,-1.0,15.9954,0.0132496,15.9846,0.0116751,15.97,0.0115407,170006,57268.1671072,2
225308.0,1647.68,4786.21,6726.78,129.598,11051.9,188.346,16164.2,275.516,4.70282,-0.518797,-1.0,16.5143,0.0209178,16.5031,0.0185032,16.4963,0.0185062,170007,57268.1671072,2
225309.0,1018.85,4788.0,987.415,125.189,1739.74,183.14,2879.77,270.095,4.70178,-0.518277,1.0,18.5975,0.137655,18.5105,0.114294,18.3693,0.101832,170008,57268.1671072,2
225367.0,1176.63,4789.75,1205.33,125.757,1898.46,183.821,2529.16,270.721,4.70204,-0.518405,-1.0,18.381,0.11328,18.4157,0.105128,18.5103,0.116218,170009,57268.1671072,2
225445.0,7065.99,4790.22,1157.22,127.534,1874.18,186.344,2761.21,273.942,4.7118,-0.523233,-1.0,18.4252,0.119656,18.4297,0.107952,18.415,0.107717,170010,57268.1671072,2
225320.0,6667.36,4789.73,588.473,128.876,1063.45,187.655,1691.47,275.042,4.71114,-0.522908,1.0,19.1595,0.237777,19.0449,0.191588,18.9471,0.176547,170011,57268.1671072,2
225317.0,10546.5,4784.07,49617.6,160.261,80930.4,225.844,117583.0,317.382,4.71758,-0.526076,-1.0,14.3447,0.00350685,14.3414,0.00302987,14.3418,0.00293065,170012,57268.1671072,2
225318.0,10528.7,4778.31,2265.5,130.484,3726.25,190.735,5359.32,280.308,4.71755,-0.526069,-1.0,17.6959,0.0625348,17.6835,0.0555756,17.6949,0.0567874,170013,57268.1671072,2
225319.0,10540.4,4776.74,26266.6,146.334,42995.0,209.327,62127.5,299.631,4.71757,-0.526081,-1.0,15.0353,0.00604877,15.0282,0.00528607,15.0345,0.00523636,170014,57268.1671072,2
226523.0,10569.3,4783.13,7756.25,134.268,12540.5,195.052,18327.7,284.823,4.71762,-0.526095,-1.0,16.3597,0.0187952,16.3659,0.0168873,16.3599,0.0168731,170015,57268.1671072,2
225098.0,12697.3,4775.68,250782.0,265.596,444603.0,362.316,678104.0,472.652,4.72117,-0.527832,-1.0,12.5855,0.00114988,12.4918,0.000884792,12.4395,0.000756782,170016,57268.1671072,2
225101.0,12685.3,4755.36,6366.81,146.198,10436.3,207.574,15287.5,295.134,4.72113,-0.527851,-1.0,16.574,0.0249312,16.5654,0.0215949,16.5569,0.0209608,170017,57268.1671072,2
225100.0,12694.0,4747.24,86922.2,193.842,137192.0,262.347,197052.0,352.799,4.72113,-0.52787,-1.0,13.736,0.00242127,13.7684,0.00207622,13.7813,0.00194389,170018,57268.1671072,2
225102.0,12700.3,4756.06,17342.2,153.561,27765.0,215.883,40695.9,303.854,4.72115,-0.527862,-1.0,15.486,0.009614,15.503,0.00844203,15.4938,0.00810662,170019,57268.1671072,2
