170006,1.5028
170009,1.5351
170019,1.5319
170023,1.5301
170025,1.5494
170027,1.5309
170028,1.5402
170036,1.5331
170085,1.5138
170089,1.5665
170095,1.5062
170098,1.5001
170102,1.6214
170105,1.5707
170113,1.6018
170119,1.5232
170125,1.5253
170128,1.527
170132,1.5132
170135,1.5892
170139,1.5522
170148,1.6887
170161,1.506
170165,1.5321
170168,1.5763
170169,1.5832
170174,1.5542
170175,1.5728
170179,1.5135
170184,1.5061
170198,1.5388
170202,1.5417
170207,1.5762
170213,1.539
170214,1.5774
170218,2.2559
170228,1.5538
170229,1.5957
170238,1.5235
170244,1.5129
170246,1.5268
170253,1.5856
170254,1.6664
170255,1.6475
170256,1.6768
170292,1.5329
170295,1.5019
170302,1.5942
170303,1.5712
170306,1.5421
170307,1.5279
170311,1.5439
170313,1.5224
170316,1.5927
170317,1.5371
170333,1.5591
170347,1.53
170352,1.5316
170358,1.5236
170360,1.5553
170361,1.5683
170374,1.513
170377,1.5314
170383,1.5206
170392,1.5504
170406,1.5273
170407,1.5262
170410,1.5165
170415,1.5406
170435,1.5063
170440,1.5543
170446,1.5374
170454,1.5054
170457,1.5523
170465,1.5108
170467,1.5603
170468,1.5554
170471,1.591
170474,1.5106
170477,1.5395
170480,1.5595
170481,1.5248
170484,1.5627
170485,1.5391
170490,1.5191
170491,1.5208
170497,1.5177
170502,1.5003
170511,1.5119
170519,1.5094
170530,1.6071
170532,1.5703
170541,1.5262
170548,1.5591
170565,1.5136
170571,1.5189
170578,1.5946
170584,14.1725
170590,1.5083
170593,1.5181
170611,1.672
170614,1.5378
170621,1.5383
170623,1.5196
170638,1.511
170639,1.5734
170646,1.5481
170648,1.8582
170654,1.5493
170657,1.5776
170660,1.5753
170663,1.512
170665,1.5482
170692,1.5932
170693,1.5141
170695,1.6854
170696,1.5578
170697,1.53
170698,1.6331
170701,1.8054
170715,1.5569
170719,1.6811
170724,1.5424
170728,1.6052
170729,1.6717
170739,1.591
170745,1.5013
170753,1.758
170776,1.5687
170777,1.5343
170778,1.5531
170782,1.5179
