170000,14.7779
170002,15.1954
170005,15.2352
170006,13.6869
170007,14.4489
170012,12.307
170014,12.6529
170015,14.4446
170016,11.8711
170017,14.4449
170018,11.5658
170019,13.2285
170023,13.9123
170024,15.4423
170025,13.7305
170026,13.9476
170028,14.0309
170029,14.3748
170030,13.2998
170031,15.5516
170032,15.5282
170033,13.9175
170034,14.6917
170035,14.6379
170037,15.2067
170038,14.427
170039,15.2846
170041,15.5586
170042,12.7513
170043,12.0782
170044,14.3548
170045,15.4148
170047,15.2496
170048,15.1691
170049,13.7153
170053,15.3582
170054,15.4838
170056,11.7508
170057,15.3065
170058,14.8657
170059,11.803
170060,12.4222
170061,15.5605
170062,13.7854
170065,15.4996
170066,15.0972
170067,15.1201
170069,15.1865
170070,11.9662
170072,14.7191
170073,15.0304
170075,12.0536
170077,14.6306
170079,15.4751
170081,15.3613
170082,13.2298
170085,14.4479
170086,15.1436
170087,14.909
170089,14.8702
170091,14.5929
170092,12.0691
170093,14.7822
170094,13.8434
170095,15.0401
170097,11.4482
170098,14.6939
170099,13.4702
170100,14.7134
170101,14.0689
170102,14.7797
170103,13.68
170104,14.0561
170106,15.2964
170108,14.6246
170109,15.373
170110,14.2761
170112,15.1563
170113,13.7701
170114,15.1145
170115,15.4163
170116,14.1845
170117,15.1096
170118,14.3655
170126,14.6449
170127,12.0959
170128,13.6798
170129,12.5918
170130,13.3564
170131,15.6284
170132,14.0869
170133,14.9424
170134,14.4952
170139,14.1144
170140,15.399
170142,14.3908
170143,15.0575
170144,12.3995
170145,14.4554
170146,15.2837
170147,15.2737
170149,15.32
170151,15.3092
170152,15.4165
170153,14.6073
170154,12.1519
170157,11.8324
170158,15.6126
170159,14.1007
170160,14.3555
170161,14.3613
170162,15.2819
170163,15.5588
170165,14.6902
170175,15.4365
170176,14.9041
170177,11.6668
170178,15.2126
170179,14.8775
170181,14.6577
170183,13.6233
170184,13.7556
170185,12.4169
170186,15.32
170188,14.8128
170189,14.9108
170190,14.2391
170191,14.6427
170192,12.9156
170193,14.2686
170194,12.1044
170195,14.4318
170196,14.6722
170197,14.8193
170200,12.129
170202,13.8772
170203,15.1497
170205,14.8533
170206,14.2298
170207,13.7793
170209,13.3872
170210,14.5686
170211,14.545
170212,15.2634
170213,14.4611
170214,13.5452
170215,15.307
170216,15.6332
170222,14.6961
170223,11.958
170224,14.2617
170226,14.8552
170229,14.7713
170230,15.5774
170232,14.6974
170235,14.6733
170236,13.9128
170238,14.5686
170239,13.8166
170241,11.8261
170242,14.7147
170243,15.5488
170244,14.621
170245,12.6209
170248,15.2529
170249,13.1975
170250,15.2264
170251,15.2281
170252,13.29
170254,14.3526
170255,15.1692
170256,14.2443
170257,14.4051
170258,14.4598
170259,14.4298
170260,14.4165
170263,14.6825
170264,14.6649
170265,14.3994
170266,13.0603
170267,15.465
170268,15.5134
170270,13.498
170271,14.4859
170272,15.4368
170273,14.5331
170275,15.0296
170276,13.869
170277,14.7295
170278,14.1752
170282,13.2756
170283,14.5715
170285,12.2556
170287,14.179
170288,13.2665
170289,14.5761
170290,13.2469
170291,15.2082
170292,13.6197
170293,15.3926
170294,14.4174
170295,14.1366
170296,15.0171
170297,15.1988
170298,14.6166
170300,13.8495
170303,15.6568
170304,14.675
170305,14.6989
170307,14.1353
170308,14.8395
170309,11.9224
170310,14.3682
170311,13.8506
170312,13.0677
170313,15.2133
170315,15.4504
170317,14.9358
170318,15.3499
170322,13.4408
170323,15.0026
170324,14.7051
170325,14.86
170326,12.6465
170327,11.6396
170328,12.0967
170329,14.9999
170330,15.3905
170331,14.8321
170332,15.6654
170333,15.1488
170335,14.3055
170339,14.5505
170340,15.0689
170342,15.0309
170344,14.0419
170345,11.4451
170346,14.4705
170347,13.2156
170348,14.2228
170350,14.5752
170351,15.4903
170352,13.8392
170353,14.3726
170355,14.8362
170356,14.0779
170360,14.522
170362,15.1779
170363,14.6325
170366,15.3704
170367,14.6897
170368,15.3558
170370,15.5264
170371,14.2806
170372,15.4104
170373,14.3077
170374,14.6343
170375,14.2139
170376,15.3844
170377,15.08
170380,14.1892
170381,14.6654
170382,15.3389
170383,15.0768
170387,14.9908
170389,14.9129
170390,15.5254
170393,14.6588
170396,14.6169
170397,15.1817
170399,15.3261
170400,15.2073
170401,13.8266
170402,14.6377
170403,15.0788
170405,14.5108
170406,15.4452
170407,13.2976
170408,14.6225
170409,13.7711
170412,14.919
170415,14.9888
170417,15.5697
170419,12.4986
170420,12.0557
170421,12.0578
170422,11.8575
170423,11.6769
170424,14.9483
170425,14.2366
170426,14.9933
170427,12.6092
170428,12.7885
170429,13.6092
170430,14.2488
170431,13.5464
170432,12.6426
170433,13.8284
170435,14.7619
170436,14.4374
170439,11.4918
170440,13.1607
170441,12.6206
170442,14.7772
170443,14.2183
170444,14.7976
170445,15.3457
170446,13.0018
170447,13.0116
170448,11.4768
170449,14.335
170453,14.8178
170454,14.0415
170455,14.3197
170456,11.6779
170457,14.3653
170458,14.3974
170460,13.9244
170461,12.2063
170462,15.5543
170464,13.8474
170465,14.7553
170466,14.9782
170467,14.3229
170468,13.5551
170469,11.4938
170470,11.4659
170472,12.0603
170473,14.9858
170474,14.4968
170475,15.4036
170476,15.3194
170477,14.5918
170478,14.6843
170479,14.6019
170480,13.056
170481,13.9834
170482,14.5725
170483,14.5637
170484,13.9317
170485,15.0008
170486,11.999
170487,14.5545
170488,14.7983
170489,14.5526
170490,14.224
170491,13.6163
170492,13.1995
170493,11.9506
170495,15.4229
170496,14.9768
170497,15.2202
170499,14.6774
170500,14.9559
170501,13.9165
170502,13.0352
170503,11.4636
170504,14.8818
170505,15.4843
170506,14.5219
170507,14.5712
170508,15.1635
170509,14.0213
170510,13.9323
170512,12.1185
170513,14.802
170516,15.4183
170517,15.3442
170518,15.0845
170519,14.4828
170520,14.1924
170521,14.2547
170522,15.2977
170523,15.203
170524,12.2516
170525,15.1622
170526,14.4869
170529,15.5451
170532,14.4523
170533,14.7933
170535,15.2251
170536,14.2143
170538,12.1879
170539,13.6933
170540,12.992
170541,14.156
170543,11.7832
170545,11.9606
170546,12.9436
170547,12.3296
170548,14.2727
170549,14.2882
170550,14.4384
170551,14.3693
170552,14.5276
170553,14.5157
170554,13.9498
170556,14.4021
170557,14.6664
170558,12.0654
170561,14.4059
170562,14.2524
170563,14.362
170566,14.8742
170567,15.5119
170569,14.6617
170571,14.9488
170572,13.2726
170573,13.3617
170574,14.2052
170575,15.3602
170576,15.5805
170577,15.187
170578,14.9808
170579,13.7734
170580,14.0374
170582,14.5947
170584,""
170585,14.4664
170586,15.5165
170588,13.4867
170589,13.6602
170594,12.186
170595,12.0352
170596,12.531
170597,15.4716
170598,14.9053
170599,14.8043
170600,13.9357
170604,14.0402
170606,14.6402
170607,14.1272
170608,14.4487
170609,15.3636
170611,14.2914
170612,15.1983
170614,14.6471
170616,12.8403
170617,14.76
170621,14.2651
170627,11.3243
170629,15.0768
170631,11.9478
170636,12.4157
170637,13.1613
170638,14.4637
170639,13.7057
170641,12.1601
170642,14.1515
170643,14.6452
170644,13.6116
170645,13.1576
170646,15.3166
170647,14.6141
170650,15.4069
170654,14.7753
170655,14.9655
170656,14.8188
170658,14.1658
170660,14.2504
170661,14.0617
170662,14.2913
170664,12.1509
170665,13.4908
170667,12.8291
170668,11.4079
170669,14.3734
170670,14.6747
170671,15.1177
170672,13.2232
170673,11.9016
170674,11.5951
170675,14.9046
