RunningID,Ra,Dec,X,Y,Flux1,dFlux1,Flux2,dFlux2,Flux3,dFlux3,Class,Mag1,dMag1,Mag2,dMag2,Mag3,dMag3,StarID
385.0,4481.3,21.0274,15725.6,182.639,21696.8,270.805,25483.5,392.022,4.70299,-0.52797,-1.0,14.8443,0.01261,14.8348,0.0135515,14.8283,0.0167023,119
367.0,2589.55,20.3055,15654.8,196.412,22208.1,279.863,26307.0,393.996,4.69985,-0.526413,-1.0,14.8492,0.0136222,14.8095,0.0136823,14.7937,0.016261,120
427.0,3320.96,18.3362,7184.31,185.749,9856.12,271.551,12094.5,389.492,4.70106,-0.527019,1.0,15.6948,0.0280717,15.6915,0.0299138,15.6375,0.0349653,121
391.0,3004.04,19.4916,22199.3,191.261,30534.5,277.523,36026.3,395.21,4.70054,-0.526756,-1.0,14.47,0.00935431,14.4638,0.00986814,14.4524,0.0119106,122
399.0,2579.54,20.4933,6771.2,191.955,11866.0,276.167,16992.8,391.623,4.69983,-0.526404,1.0,15.7591,0.0307794,15.49,0.0252692,15.2683,0.0250224,123
275.0,10711.4,17.3336,24428.8,203.222,32976.3,286.868,40212.8,402.796,4.71337,-0.533077,-1.0,14.3661,0.00903222,14.3803,0.0094451,14.333,0.0108754,124
376.0,10705.1,21.3509,15781.9,198.976,19453.8,282.094,21953.6,398.182,4.71336,-0.533066,-1.0,14.8404,0.0136888,14.9533,0.015744,14.9902,0.0196925,125
400.0,1687.06,22.7398,4856.9,192.133,6390.02,275.186,7728.92,390.921,4.69835,-0.525665,-1.0,16.1199,0.0429507,16.1621,0.0467574,16.1236,0.0549157,126
455.0,5242.99,23.7554,4328.42,176.308,6217.58,265.427,7409.95,387.618,4.70426,-0.528593,-1.0,16.245,0.0442252,16.1918,0.0463499,16.1694,0.0567956,127
452.0,5466.99,24.0509,4075.37,176.196,5351.29,265.108,6111.26,387.266,4.70463,-0.528776,-1.0,16.3104,0.0469412,16.3547,0.0537886,16.3786,0.0688025,128
462.0,3112.5,12.2302,127062.0,229.07,244634.0,339.81,350920.0,467.133,4.70071,-0.526856,-1.0,12.5758,0.0019574,12.2045,0.00150815,11.9809,0.0014453,129
431.0,2496.25,22.3542,13146.8,195.027,17477.7,277.978,20218.0,392.159,4.6997,-0.526333,-1.0,15.0388,0.0161064,15.0696,0.0172684,15.0796,0.0210595,130
364.0,2855.99,17.2012,113390.0,239.96,171458.0,328.481,215076.0,439.149,4.70029,-0.526637,-1.0,12.6994,0.00229768,12.5904,0.00208007,12.5124,0.0022169,131
403.0,10969.5,19.933,55497.2,217.896,70347.9,299.266,86368.3,413.128,4.7138,-0.533284,-1.0,13.4751,0.00426289,13.5577,0.00461882,13.503,0.00519345,132
402.0,1670.03,21.6628,30815.6,204.987,39470.7,286.959,44634.4,400.348,4.69833,-0.525652,-1.0,14.1139,0.0072224,14.1851,0.00789352,14.2198,0.00973855,133
460.0,4307.82,21.8338,6431.24,177.941,11077.0,266.984,17074.9,389.866,4.7027,-0.527826,1.0,15.8151,0.0300405,15.5647,0.026169,15.263,0.0247903,134
456.0,4900.56,20.6771,16389.2,183.147,23057.8,271.393,26833.6,392.411,4.70369,-0.528316,-1.0,14.7994,0.0121329,14.7688,0.0127793,14.7722,0.0158778,135
433.0,11192.8,21.8465,5132.4,193.535,8707.33,277.953,13623.9,395.493,4.71418,-0.533463,1.0,16.06,0.0409416,15.8261,0.0346587,15.5082,0.0315183,136
414.0,11370.7,22.3917,10487.2,196.223,14985.7,280.193,17493.4,396.468,4.71448,-0.533607,-1.0,15.2842,0.020315,15.2366,0.0203004,15.2367,0.024607,137
374.0,10635.5,20.5548,46870.7,213.575,52164.0,293.411,58068.0,407.39,4.71325,-0.533011,-1.0,13.6586,0.00494737,13.8824,0.00610704,13.9341,0.00761727,138
463.0,2603.62,23.3174,18194.6,200.094,25345.7,282.783,29249.6,395.428,4.69987,-0.52642,-1.0,14.686,0.0119403,14.666,0.0121137,14.6786,0.0146782,139
458.0,3364.13,24.5828,3392.21,183.46,4746.06,269.451,5628.7,387.73,4.70114,-0.527045,1.0,16.5096,0.0587199,16.485,0.0616413,16.4679,0.0747906,140
512.0,2554.55,25.0492,4992.89,193.256,6750.39,275.864,7569.65,389.573,4.69979,-0.526377,-1.0,16.0899,0.0420248,16.1025,0.0443703,16.1462,0.0558777,141
432.0,1757.65,22.8381,16933.9,198.207,22854.2,281.1,26261.8,395.669,4.69847,-0.525723,-1.0,14.7639,0.0127083,14.7784,0.0133543,14.7956,0.0163581,142
478.0,1645.42,22.8879,10159.0,194.821,15452.1,278.453,19374.7,393.906,4.69829,-0.52563,-1.0,15.3187,0.0208215,15.2033,0.0195655,15.1258,0.0220741,143
481.0,1407.72,24.1887,8588.94,194.06,11829.4,277.181,13823.9,392.533,4.69789,-0.525432,-1.0,15.501,0.0245314,15.4934,0.0254406,15.4923,0.0308299,144
447.0,11678.3,24.2161,3196.6,192.351,4347.05,276.509,5561.84,394.017,4.71499,-0.533855,-2.0,16.5741,0.065333,16.5803,0.0690622,16.4809,0.0769169,145
487.0,10878.5,25.3067,4081.4,193.064,5887.95,277.034,6496.2,393.816,4.71366,-0.533202,-1.0,16.3088,0.0513592,16.2509,0.0510852,16.3123,0.0658203,146
461.0,6625.28,23.0265,32220.2,187.364,44698.4,278.111,52847.9,398.906,4.70656,-0.529728,-1.0,14.0655,0.00631369,14.0501,0.00675542,14.0364,0.00819538,147
