300002,16.6925,17.197,15.3254,16.8128,15.1174,15.0797
300005,14.6925,15.296,13.2923,14.7254,12.8373,12.8014
300006,15.8974,16.3486,14.6004,15.9989,14.4064,14.401
300008,16.0232,16.2298,15.3467,16.423,15.1795,15.1893
300010,14.6007,15.1985,13.0869,14.5758,12.6784,12.6563
300011,15.7903,16.339,14.271,15.7775,13.907,13.9024
300015,15.8347,16.0966,15.0392,16.1422,14.8916,14.9237
300019,16.4861,17.0087,15.1232,16.5474,14.9219,14.7973
300020,16.3059,16.7505,14.973,16.3539,14.6527,14.7173
300021,15.4757,15.9356,14.3054,15.667,13.9973,14.0862
300022,12.5265,13.2029,13.4626,13.4691,11.2814,11.9318
300023,15.9811,16.5355,14.596,16.0297,14.2462,14.3277
300024,15.1829,15.808,13.6641,15.2282,13.2126,13.3352
300025,16.1914,16.7061,14.73,16.214,14.3371,14.4674
300026,16.239,16.6894,15.1053,16.357,14.6879,14.7853
300027,16.1598,16.6316,14.7971,16.183,14.4343,14.5341
300028,16.0267,16.5299,14.6191,16.0373,14.2059,14.302
300029,14.7421,14.8747,14.0796,15.0696,13.5472,13.8198
300030,16.0917,16.5846,14.5933,16.1249,14.3618,14.3199
300031,16.2209,16.7931,14.8267,16.2615,14.5277,14.4418
300032,15.7592,16.296,14.2132,15.7827,13.8834,13.8944
300037,15.9332,16.1118,14.7554,16.1658,14.4975,14.5427
300039,16.5341,16.9468,15.1424,16.6413,15.0015,14.998
300043,16.2258,16.692,14.8631,16.3328,14.6804,14.7909
300044,16.0455,16.6034,14.657,16.0603,14.3493,14.3123
300045,16.0956,16.612,14.7662,16.1701,14.4828,14.4309
300051,16.0824,16.5345,14.6578,16.1261,14.3081,14.3316
300052,15.9539,16.253,15.1416,16.3048,14.9331,15.0094
300054,12.8332,13.0151,13.5345,13.3965,11.4706,11.7032
300055,15.9955,16.3552,14.8832,16.2366,14.6344,14.6246
300057,12.8296,13.4332,13.3752,13.6575,11.6907,12.4478
300058,15.4166,15.9023,13.9204,15.4936,13.6073,13.5897
300059,14.3232,14.417,13.9256,14.877,13.7961,13.7758
300060,15.708,16.1304,14.4979,15.9048,14.1924,14.2434
300061,16.2589,16.7392,14.8977,16.3221,14.6756,14.6535
300063,16.4647,16.8664,15.0078,16.5431,14.8138,14.8025
300067,16.5521,17.045,15.2168,16.668,15.0203,15.0124
300068,16.6376,17.2024,15.1725,16.7186,14.9031,14.8893
300069,16.2063,16.7116,14.9177,16.3267,14.6558,14.6351
300071,15.3461,15.5614,14.9842,15.9344,14.8367,14.8753
300072,16.178,16.6697,14.8931,16.3634,14.6342,14.6473
300073,14.4621,14.8895,13.2457,14.5625,12.5962,12.7277
300074,14.3079,14.9236,13.0837,14.4379,12.4862,12.5393
300076,14.936,15.4099,13.5799,15.0898,13.2808,13.3396
300077,16.7341,17.2036,15.3931,16.8753,15.0562,15.1981
300078,16.038,16.4806,14.7068,16.1503,14.4716,14.4793
300079,16.3703,16.9453,14.9007,16.4114,14.6504,14.633
300080,16.1494,16.6241,14.9121,16.2944,14.6406,14.6924
300081,14.3232,14.8662,13.0328,14.3746,12.4543,12.5381
300084,15.2506,15.7651,13.7208,15.2813,13.404,13.3917
300085,15.5304,15.9496,14.2157,15.6803,13.9774,13.9447
300086,16.2262,16.6397,14.9067,16.3803,14.6737,14.6161
300087,16.6649,17.1865,15.2483,16.7306,15.0368,14.9905
300088,15.0679,15.3153,14.0042,15.3329,13.5006,13.6286
300089,13.892,14.4466,12.9096,13.93,12.0096,12.1016
300095,15.1143,15.6641,13.6806,15.2446,13.4055,13.3433
300096,13.2108,13.7497,12.6962,13.3804,11.5236,11.6078
300097,14.3377,15.0452,12.8193,14.3411,12.3049,12.2484
300098,16.6068,17.1243,15.4048,16.8391,15.078,15.072
300099,14.5349,15.1198,13.0236,14.6704,12.764,12.6964
300100,15.9261,16.4388,14.5855,16.0768,14.2835,14.2186
300101,14.23,14.8227,12.7918,14.2712,12.3063,12.2645
300102,15.6398,16.0834,14.3134,15.795,14.0268,14.0214
300104,16.1822,16.5643,14.9925,16.4173,14.8841,14.8834
300106,16.5448,16.9781,15.3247,16.7336,15.1268,15.1048
300109,16.4929,16.8777,15.1808,16.6277,14.8512,14.9129
300110,16.7345,17.1634,15.3027,16.8276,15.0496,15.0917
300117,15.1169,15.6256,13.6303,15.1533,13.4171,13.4214
300119,16.1905,16.7029,14.8044,16.2456,14.4548,14.4952
300123,15.6812,16.0081,14.4873,15.8584,14.2363,14.2222
300126,16.5643,17.1614,15.2333,16.6996,15.0287,14.9733
300132,15.9836,16.4559,14.7238,16.0725,14.3354,14.3545
300133,14.529,14.7535,14.1147,15.0765,13.9679,13.96
300134,14.2384,14.7577,12.837,14.3605,12.6429,12.6262
300135,15.9856,16.5752,14.7306,16.163,14.4549,14.4323
300136,14.2119,14.7887,12.8778,14.2879,12.53,12.4452
300143,16.0278,16.5308,14.7452,16.173,14.5056,14.5077
300144,16.0409,16.5498,14.7502,16.2019,14.4514,14.4812
300145,14.8917,15.4209,13.4841,15.0128,13.2503,13.2297
300146,15.7319,16.2827,14.3935,15.8382,14.0018,13.9955
300147,15.4218,15.928,14.1712,15.6073,13.928,13.9315
300149,15.7501,16.255,14.3409,15.809,14.0265,14.0799
300151,16.5903,17.1019,15.1418,16.6379,14.8687,14.917
300153,12.8238,13.127,13.2881,13.5857,11.8027,12.0177
