5,16.5519,17.0442,14.7365,17.0817,14.3736,14.8782,14.5115
8,15.7621,16.4186,15.8241,16.8206,14.0252,14.9404,14.0255
9,16.6664,17.0307,15.0808,16.7891,14.8057,14.8361,14.9287
21,15.515,16.0138,13.672,15.3684,13.1649,13.2089,13.2777
22,16.1818,16.8222,14.6235,16.234,14.3668,14.2426,14.3867
23,16.7077,17.1831,15.1681,16.7367,14.8286,14.9169,14.9623
27,15.8152,16.453,14.3154,15.7737,13.9136,13.8148,14.0287
32,16.3316,16.8584,14.9656,16.482,14.6962,14.7036,14.8012
35,16.2727,16.8415,14.8157,16.3507,14.6305,14.4912,14.5659
37,16.3405,16.9364,14.7369,16.3499,14.4543,14.3492,14.4652
39,16.643,17.1578,15.2184,16.7519,15.0118,14.9099,14.9995
42,15.0551,15.7277,13.5879,15.0353,13.3348,13.3433,13.33
43,16.7692,17.1251,15.1061,16.649,14.8286,14.9496,14.9638
44,16.232,16.8313,14.7542,16.298,14.485,14.3496,14.4963
48,16.6773,17.1297,14.9416,16.5282,14.5068,14.6446,14.6943
49,16.8013,17.0929,15.3454,16.7645,14.9094,15.1247,15.1888
52,16.3543,17.1441,14.9145,16.4606,14.7378,14.4404,14.5956
53,16.4183,16.8404,15.3682,16.7016,14.8015,14.8888,15.0106
54,15.0745,15.7774,13.4334,15.6883,13.0975,13.7259,13.0001
56,16.2071,16.8246,14.8363,16.3567,14.2553,14.5407,14.604
59,16.4446,17.2063,14.9114,16.4944,14.6562,14.5862,14.6252
62,15.5151,16.233,13.8188,15.4829,13.5433,13.4576,13.5202
66,16.5929,17.1315,14.9707,16.6002,14.5375,14.6869,14.719
67,15.0453,14.9025,14.2044,15.6218,13.906,14.023,13.9073
68,16.3802,17.0518,14.8043,16.3566,14.4873,14.4181,14.5678
70,14.8029,14.8921,14.3953,15.3654,14.3498,14.2718,14.3309
71,16.3504,16.9649,15.0408,16.5259,14.8389,14.7287,14.8113
76,15.8997,16.2277,15.1047,16.294,14.7956,14.7304,15.0128
77,14.2856,15.078,12.1724,14.8122,11.8818,12.5305,12.2407
78,16.4099,17.0128,14.977,16.5973,14.9878,14.7502,14.7773
80,16.418,16.7844,15.1405,16.5636,14.7754,14.9722,14.8776
81,15.505,16.089,13.5938,15.3353,13.1212,13.2574,13.188
82,16.5064,17.1658,14.8289,16.4863,14.5609,14.3872,14.5473
83,16.1693,16.6313,14.3424,16.0593,13.933,14.0698,14.026
87,15.2254,15.8183,13.5632,15.275,13.2838,13.1529,13.2859
91,16.1911,16.6097,14.9777,16.422,14.9295,14.6737,14.7005
94,15.8071,16.3796,14.3191,15.7842,14.0661,14.1447,14.005
96,14.8199,15.3345,12.8022,14.6795,12.5015,12.6221,12.3829
97,14.0393,14.2625,13.4126,13.8436,11.7378,13.3889,13.8107
100,16.1729,16.7283,14.2378,16.016,13.8632,14.235,13.9841
102,16.5236,17.0039,14.9423,16.3511,14.9875,14.7128,14.7305
109,15.9603,16.5227,14.577,16.0137,14.0537,14.1213,14.3355
114,16.1522,16.831,14.4307,16.0984,13.9348,14.0116,14.3546
116,16.6438,17.1155,15.2897,16.8108,15.0417,14.9445,15.1243
118,15.705,16.2634,14.1086,15.81,14.14,14.0527,14.0485
122,16.2797,16.9686,14.8362,16.4111,14.504,14.4616,14.47
124,15.308,15.842,14.2901,15.5785,14.0382,14.0472,14.3661
129,12.9548,13.8845,13.074,13.8806,10.5996,11.4787,12.5758
130,16.1901,16.6368,15.2352,16.7069,15.164,15.04,15.0388
131,13.8608,14.9929,14.8425,15.8015,11.9572,12.4084,12.6994
132,14.7477,15.1763,13.2205,14.7312,12.9981,12.8511,13.4751
139,16.19,16.6567,14.8236,16.4033,14.6714,14.7008,14.686
142,16.5401,17.161,15.1283,16.4895,14.8175,14.927,14.7639
147,16.3144,16.8801,14.4659,16.1551,13.9448,14.0278,14.0655
150,15.5334,16.0861,13.9189,15.4121,13.4577,13.4631,13.508
153,16.0706,16.6428,14.421,15.9649,14.079,14.0589,14.1256
154,15.7945,16.486,14.616,16.204,14.3096,14.2196,14.1219
156,16.2903,16.7448,14.9248,16.3953,14.5705,14.8932,14.9887
158,16.3472,16.6321,14.9394,16.4054,14.738,15.1683,14.942
159,16.2512,16.5892,14.8312,16.461,14.6207,14.5384,15.4683
160,16.1591,16.3858,14.9816,16.2442,14.601,14.6099,14.9066
163,15.7032,16.2661,13.7987,15.4986,13.3389,13.4866,13.4141
165,16.3589,16.9098,14.9301,16.4875,14.6559,14.5542,14.7119
168,14.4342,15.2649,12.5637,14.3298,12.2339,12.1398,12.3158
171,16.4818,17.2079,15.063,16.545,14.6369,14.5681,14.7423
173,16.2379,17.0288,14.6426,16.2394,14.3906,14.2678,14.4024
175,15.834,16.4351,14.2105,15.8249,13.8138,13.9044,13.976
180,13.7077,14.2587,12.8166,13.7494,11.7377,11.7051,13.1483
181,16.4186,16.7829,14.9336,16.3541,14.7345,14.7599,14.705
183,16.6124,17.1082,15.1148,16.5337,14.6795,14.8605,14.758
184,16.357,16.7956,15.3698,16.5466,14.9263,14.955,14.9921
186,15.6385,16.4067,13.8473,15.5715,13.5344,13.4391,13.4864
187,15.3131,15.8227,13.7041,15.3722,13.3938,13.3412,13.3117
188,13.894,13.9577,13.619,14.5661,13.4944,13.4065,13.8867
191,15.6372,16.0389,14.7234,15.8732,14.3286,14.2945,14.3548
192,16.2408,16.552,14.8277,16.2817,14.4467,14.5767,14.6602
193,16.4889,16.8229,15.1307,16.6573,14.932,14.8212,15.0654
198,15.4754,15.9301,13.9718,15.3267,13.5302,14.266,13.6718
200,16.4131,17.0016,15.0022,16.518,14.7069,14.6072,14.7439
202,14.3675,15.0689,12.5598,14.4107,12.4247,12.3487,12.2086
205,16.6156,17.1698,15.1298,16.6583,14.8991,14.7274,14.9429
207,14.6694,15.2204,13.4735,14.8838,13.2989,13.1992,13.2865
209,16.2868,16.9107,14.7855,16.3274,14.5583,14.4998,14.515
211,16.433,16.9011,14.7728,16.3886,14.2983,14.4388,14.5618
212,16.3267,16.8171,14.799,16.6519,14.5343,14.4808,14.5756
213,16.3204,16.8391,15.0021,16.791,14.7834,14.6453,14.6994
215,16.2363,16.7379,15.1147,16.2991,14.674,14.6377,15.0569
216,16.432,16.8266,14.8608,16.4352,14.53,14.8732,14.6217
217,15.9478,16.5537,14.0175,15.8072,13.4631,13.65,13.6807
219,16.2704,16.7974,14.6137,16.2493,14.1275,14.3068,14.374
220,16.2428,16.7607,14.8342,16.3036,14.6304,14.5585,14.6466
223,16.7196,17.2118,15.3196,16.9411,15.0538,15.1944,15.1128
224,16.0707,16.646,14.7161,16.1789,14.4804,14.3674,14.4731
225,15.6904,16.2137,14.1199,15.8539,13.9209,13.934,13.8684
226,16.3108,16.9876,14.7962,16.4103,14.6631,14.6407,14.5399
230,14.1274,14.9997,13.104,15.9122,12.0397,13.2384,13.3143
232,15.9133,16.2227,14.7888,16.035,14.1102,14.3456,14.8127
233,15.8391,16.1853,14.5278,15.9617,14.3022,14.3159,14.4093
240,14.1067,15.0252,12.9531,13.7317,11.4032,11.6102,12.5256
241,13.9751,14.6103,12.4793,14.0043,12.0273,11.917,12.0114
242,16.5318,17.1019,15.2363,16.7052,14.9668,14.8699,14.9808
245,16.379,16.9254,14.9536,16.4468,14.7489,14.6109,14.7786
248,15.3499,15.6303,14.4435,15.7003,14.1921,14.1022,14.3564
249,16.2974,16.6583,14.8075,16.1474,14.515,14.572,14.6166
253,15.4375,15.63,14.8877,15.8493,14.5306,14.7588,14.7709
255,15.0306,15.3904,13.8645,15.309,13.7167,13.7773,13.7617
257,15.7525,16.2906,14.3772,15.9088,14.1709,14.1852,14.2226
260,14.7488,15.263,13.3416,14.8453,12.8868,13.4278,12.9585
262,16.4111,16.833,15.1702,16.611,14.833,14.9769,15.0412
263,15.4319,15.9745,13.497,15.307,13.1126,13.2707,13.1755
265,14.9226,15.4133,13.05,14.7394,12.5807,12.7283,12.6729
267,16.1376,16.7386,14.5695,16.1755,14.3288,14.2237,14.3335
268,16.282,16.9383,14.799,16.3505,14.5183,14.4344,14.5431
269,16.3301,16.8502,14.9538,16.4319,14.789,14.7035,14.751
272,14.6226,15.1278,13.2523,14.6419,13.0035,12.5324,13.179
273,15.619,16.2116,14.0185,15.5317,13.7354,13.7346,13.786
274,16.1295,16.6292,14.9454,16.3494,14.477,14.4507,14.5547
275,16.2599,16.6471,14.9748,16.3208,14.6417,14.5172,14.8275
284,16.2067,16.8284,14.4917,16.1517,14.0709,14.1149,14.1546
288,16.5681,17.0318,15.2643,16.623,15.0598,14.9813,14.9644
294,15.4409,15.9541,13.8365,15.3505,13.3351,13.4826,13.5458
299,13.1855,14.3332,13.6064,13.4441,11.4482,12.206,13.1422
300,14.4284,14.8902,13.3445,14.5356,12.7566,12.8503,13.1419
303,16.2653,16.8598,14.7866,16.3959,14.5049,14.4111,14.4904
304,14.6204,15.2811,12.2399,14.3764,12.0269,12.0423,12.3021
314,16.4482,17.0173,14.9546,16.5399,14.718,14.6893,14.6993
316,16.5952,16.9802,15.3227,16.7622,15.0788,14.9847,15.147
317,15.883,16.2361,14.6736,16.0373,14.4179,14.3682,14.5038
319,15.8467,16.1849,14.5639,16.003,14.2941,14.276,14.4423
320,16.2263,16.5925,14.8909,16.3636,14.6556,14.6498,14.8592
323,16.3512,16.7618,15.2489,16.5299,15.1252,15.0168,15.1047
325,16.1664,16.5609,15.0483,16.2257,14.5911,14.4023,14.6938
326,16.3604,16.7472,14.8713,16.4344,14.6759,14.5928,14.772
328,16.5946,17.1571,15.2195,16.7316,14.9572,14.9082,15.0098
329,12.3628,13.2164,13.2551,12.6564,10.386,11.1757,12.2844
334,15.9797,16.1889,15.2745,16.4218,15.0875,15.277,15.1936
336,16.4987,16.8081,15.3287,16.5242,14.9122,14.9699,15.0263
338,16.5116,16.7826,15.2665,17.0401,14.8749,14.9963,15.4223
339,16.5737,17.0713,15.0308,16.7739,14.6591,14.6783,14.7574
340,15.73,16.258,14.2996,15.8023,14.0367,14.0245,14.0141
341,15.2873,15.9889,13.4697,15.2457,13.0962,13.031,13.1275
343,16.1815,16.7559,14.733,16.2796,14.3851,14.3089,14.4749
347,16.3459,16.9616,14.8558,16.4123,14.3453,14.4781,14.5988
348,15.5245,15.9771,14.1684,15.6443,13.9798,13.9448,14.0186
349,16.6432,17.1609,15.2687,16.7627,15.1083,15.0069,15.0247
351,16.6436,17.0999,15.115,16.6886,14.8709,14.8739,14.9037
352,14.4955,15.1579,13.3943,15.0382,12.5046,13.0698,12.8348
353,14.9353,15.4844,14.8591,16.533,12.8658,15.0705,12.9997
355,16.9032,16.9571,15.0165,16.4315,15.0748,14.5908,14.8802
356,16.1072,16.3703,14.8912,16.2629,14.5104,14.5394,14.6033
357,16.2687,16.7904,14.7247,16.2281,14.4959,14.4566,14.5842
359,16.0284,16.4151,14.7716,16.2007,14.6497,14.5274,14.7201
361,13.9615,14.3119,13.0018,13.9704,11.8138,11.9552,12.9017
364,14.4547,15.4812,12.3881,14.279,11.9484,11.8969,12.2465
366,16.3981,17.097,14.8237,16.4102,14.5128,14.4235,14.5019
375,15.4663,15.9169,14.1803,15.6857,14.0816,13.9594,14.0782
376,15.3391,15.652,13.9574,15.4351,13.6553,14.0048,13.9002
377,16.4776,16.9696,15.2017,16.5356,14.8536,14.8378,14.8578
381,16.2179,16.5635,15.0143,16.3681,14.9068,14.7696,14.8564
382,15.3217,15.5589,14.2926,15.5554,13.9711,13.9933,14.076
383,16.5376,17.0993,14.8332,16.4293,14.4985,14.3731,14.6017
384,16.4487,16.9626,15.0699,16.6024,14.9421,14.8286,14.8742
385,16.2034,16.8343,14.8068,16.3207,14.582,14.5859,14.5122
386,16.5676,17.0727,15.0435,16.6219,14.87,14.8011,14.7909
395,15.8427,16.27,14.6087,15.9882,13.9581,14.0837,14.2305
397,15.5345,15.7717,14.6561,15.8345,14.5061,14.4751,14.5463
400,16.469,16.6381,15.0397,16.6345,14.5056,14.6823,14.7833
403,14.6952,15.342,13.1484,14.5622,12.5802,12.5443,12.8337
404,14.6047,15.0612,13.3688,14.784,13.134,13.1172,13.2067
405,16.2632,16.7801,14.8126,16.2892,14.526,14.4986,14.6457
406,16.6829,17.2166,15.1415,16.6975,14.9618,14.8942,14.9185
408,16.4399,16.8631,15.2226,16.6415,14.996,15.0634,15.0085
411,16.4505,17.1576,14.7609,16.3999,14.3729,14.3443,14.4519
412,16.4733,17.0668,14.808,16.4553,14.4897,14.5106,14.5603
413,15.9017,16.3703,14.728,16.06,14.4527,14.3722,14.6361
417,15.7284,16.3422,14.2661,15.6853,13.9072,13.9599,13.9495
418,14.7175,15.4066,13.0015,14.7886,12.621,13.0527,12.8252
419,16.1077,16.7513,14.6651,16.0938,14.267,14.276,14.4428
422,16.3301,17.104,14.7202,16.3296,14.4319,14.3408,14.4567
