n,YJ,JH
174900,-0.1768,1.3911
174901,-0.196899999999999,1.4293
174902,-0.1196,1.5233
174903,-0.311800000000002,1.2382
174904,-0.0850000000000009,1.408
174905,-0.148199999999999,1.4109
174906,-0.130500000000001,1.4646
174907,-0.149999999999999,1.3897
174908,-0.207900000000002,1.4014
174909,-0.140600000000003,1.4826
174910,-0.0116000000000014,1.52
174911,-0.087299999999999,1.5578
174912,-0.0579000000000001,1.593
174913,-0.186,1.4621
174914,-0.0964000000000027,1.2774
174915,-0.5725,-0.460999999999999
174916,0.0292999999999992,0.437900000000001
174917,-0.292100000000001,1.2816
174918,-0.289099999999998,1.4845
174919,-0.352900000000002,1.1938
174920,-0.157899999999998,1.5946
174921,-0.154299999999999,1.4859
174922,-0.0625,1.5208
174923,-0.1601,1.4215
174924,-0.407299999999999,1.1353
174925,-0.1533,1.363
174926,-0.201499999999999,1.4822
174927,-0.130399999999998,1.4751
174928,-0.1815,1.3703
174929,-0.1409,1.5117
174930,-0.043000000000001,1.5634
174931,-0.1126,1.461
174932,-0.0388999999999999,1.1282
174933,-0.154299999999999,1.4811
174934,-0.1572,1.4895
174935,-0.374000000000002,1.2285
174936,-0.1305,1.3682
174937,-0.172899999999998,1.3558
174938,-0.151,1.4066
174939,-0.1309,1.5215
174940,-0.526799999999998,1.7345
174941,-0.122499999999999,1.2939
174942,-0.180499999999999,1.4339
174943,-0.0234999999999985,1.5382
174944,-0.258799999999997,1.3859
174945,-0.1934,1.4904
174946,-0.171400000000002,1.3727
174947,-0.208600000000001,1.5001
174948,-0.140599999999999,1.4985
174949,-0.190300000000001,1.503
174950,-0.166499999999999,1.3814
174951,-0.171099999999999,1.4939
174952,-0.205399999999999,1.5491
174953,-0.331,-0.1168
174954,-0.1082,1.4352
174955,-0.2012,1.3232
174956,-0.237500000000001,1.8528
174957,-0.186,1.2385
174958,-0.128,1.3676
174959,-0.0466000000000015,1.3003
174960,-0.107699999999998,1.5094
174961,-0.1326,1.4294
174962,-0.0828999999999986,1.4516
174963,-0.424299999999999,1.1466
174964,-0.0830000000000002,0.833599999999999
174965,-0.1783,1.393
174966,-0.205300000000001,0.484400000000001
174967,-0.1715,1.372
174968,-0.416700000000002,1.093
174969,-0.2934,1.2502
174970,-0.183599999999998,1.292
174971,-0.2059,1.3343
174972,-0.179899999999998,1.3902
174973,-0.0950000000000024,1.5463
174974,0.0287000000000006,1.2957
174975,-0.106900000000003,1.4406
174976,-0.0349000000000004,1.5231
174977,-0.0484000000000009,1.4218
174978,-0.0329999999999977,1.5318
174979,-0.0774000000000008,1.4955
174980,-0.0563000000000002,1.5971
174981,-0.170000000000002,1.4577
174982,-0.132300000000001,1.3526
174983,-0.1388,1.3535
174984,-0.252200000000002,1.3672
174985,-0.0410000000000004,0.740400000000001
174986,-0.00719999999999921,0.552
174987,-0.230399999999999,1.3647
174988,-0.130099999999999,1.1478
174989,-0.131399999999999,1.4915
174990,-0.155000000000001,1.4795
174991,-0.153999999999998,1.4585
174992,-0.298999999999999,1.3535
174993,-0.1982,1.5079
174994,-0.1877,1.4299
174995,-0.0225999999999988,0.621599999999999
174996,-0.2012,1.4156
174997,-1.3171,0.3123
174998,-0.0975999999999999,1.5122
174999,-0.208500000000001,1.3479
175000,-0.215500000000002,1.4127
175001,-0.0874999999999986,1.4952
175002,-1.1219,0.3178
175003,-0.118599999999999,1.4576
175004,-0.428299999999998,1.1579
175005,-0.1898,1.3772
175006,-0.126099999999999,1.4114
175007,-0.798500000000001,-1.6865
175008,-0.0823,1.307
175009,-0.156300000000002,1.4449
175010,-0.0737999999999985,1.487
175011,-0.0401000000000025,1.6245
175012,-0.2653,1.239
175013,-0.222799999999999,1.348
175014,-0.223899999999997,1.3023
175015,-0.1632,1.233
175016,-0.1073,1.0991
175017,-0.184800000000003,1.4199
175018,-0.156400000000001,1.4299
175019,-0.191600000000001,1.4133
175020,-0.1252,1.4962
175021,-0.103199999999998,1.6464
175022,-0.113200000000001,1.4939
175023,-0.0727000000000011,1.4716
175024,-0.1477,1.4423
175025,-0.124499999999998,1.4949
175026,0.175999999999998,1.3807
175027,-0.153400000000001,1.4709
175028,-0.1379,0.4467
175029,-0.244,1.3117
175030,-0.322100000000002,1.2899
175031,-0.114500000000001,1.511
175032,-0.402000000000001,1.1195
175033,-0.0785999999999998,1.5601
175034,-0.182500000000001,1.4293
175035,-0.0747999999999998,1.5084
175036,-0.408200000000001,1.0171
175037,-0.162100000000002,1.4097
175038,-0.286000000000001,1.4065
175039,-0.0925000000000011,1.4885
175040,-0.153799999999997,1.434
175041,-0.427599999999998,1.2177
175042,-0.184699999999999,1.5205
175043,-0.7043,-0.0202000000000009
175044,-0.139199999999999,0.2807
175045,-0.1851,1.5163
175046,-1.0527,14.2131
175047,-0.190300000000001,1.4934
175048,-0.227399999999999,1.4484
175049,-0.137699999999999,1.5309
175050,-0.1686,1.5256
175051,-0.0661000000000005,1.1459
175052,-0.1053,0.961799999999998
175053,-0.0971000000000011,1.547
175054,-0.113,1.3071
175055,-0.313699999999999,0.0984999999999996
175056,-0.0850000000000009,1.5795
175057,-0.0205999999999982,1.4925
175058,-0.326799999999999,1.1282
175059,-0.0972999999999988,1.5738
175060,-0.165600000000001,1.4325
175061,-0.1661,1.4384
175062,-0.168399999999998,1.4843
175063,-0.194399999999998,1.4358
175064,-0.152999999999999,1.4917
175065,-0.147099999999998,1.4514
175066,-0.1221,1.3881
175067,-0.3675,1.0605
175068,-0.264099999999999,1.4452
175069,-0.439499999999999,1.0868
175070,-0.154700000000002,1.4684
175071,-0.179,1.4211
175072,-0.206400000000002,1.4155
175073,-0.132899999999999,1.4234
175074,-0.0808,1.2866
175075,-0.129300000000001,1.4758
175076,-0.131699999999999,1.4526
175077,-0.142500000000002,1.4063
175078,-0.4053,1.0195
175079,-0.232200000000002,1.3479
175080,-0.164899999999999,1.4033
175081,-0.5047,-0.1808
175082,-0.494899999999999,-0.143800000000001
175083,-0.103199999999998,1.4362
175084,-0.92,-1.0994
175085,-0.0849000000000011,1.5081
175086,-0.0815000000000001,0.9672
175087,-0.140799999999999,1.4419
175088,-0.0717999999999996,1.535
175089,-0.0811999999999991,1.4973
175090,-0.0182000000000002,0.9739
175091,-0.7912,0.2052
175092,-0.116199999999999,1.4397
175093,-0.0215000000000014,0.395800000000001
175094,-0.136199999999999,1.4535
175095,-0.192700000000002,1.268
175096,-0.0774000000000008,1.4346
175097,-0.276499999999999,1.2059
175098,-0.145199999999999,1.4647
175099,-0.1221,1.4542
175100,-1.0096,0.337299999999999
175101,-0.0627000000000013,1.5264
175102,-0.413799999999998,1.1434
175103,-0.3963,1.1612
175104,-0.411799999999999,1.1712
175105,-0.0827999999999989,1.4709
175106,-0.151499999999999,1.408
175107,-0.160299999999999,1.4733
175108,-0.0847999999999995,1.363
175109,0.0312999999999999,0.8744
175110,-0.153400000000001,1.4033
175111,-0.152900000000002,1.4969
175112,-0.0752000000000006,1.4848
175113,-0.201699999999999,1.3752
175114,-0.1777,1.4261
175115,-0.1465,1.4097
175116,-0.0948999999999991,1.4511
175117,-0.0517000000000003,1.6925
175118,0.0108999999999995,1.6227
175119,0.00409999999999755,1.7014
175120,0.0594999999999999,1.6454
175121,-0.692400000000001,1.115
175122,-0.227,1.4174
175123,-0.150500000000001,1.4734
175124,-0.127199999999998,1.4614
175125,-0.0265000000000004,0.982699999999999
175126,-0.0489000000000015,1.0992
175127,-0.2697,1.2432
175128,-0.149699999999999,1.4776
175129,-0.412299999999998,1.057
175130,-0.0981000000000005,1.5759
175131,-0.0950000000000006,0.2067
175132,-0.186299999999999,1.3632
175133,-0.331199999999999,1.2836
175134,-0.101400000000002,1.477
175135,-0.0523999999999987,1.5771
175136,-0.257200000000001,1.4039
175137,-0.202299999999997,1.4401
175138,-0.2469,1.3264
175139,-0.2014,1.2439
175140,-0.2529,1.2553
175141,-0.176300000000001,1.4925
175142,-0.4314,1.0843
175143,-0.187100000000001,1.4828
175144,0.0313999999999979,1.5403
175145,-0.1205,1.4903
175146,-0.361499999999999,1.1541
175147,-0.0601999999999983,1.5296
175148,-0.148,1.4257
175149,-0.154199999999999,1.478
175150,-0.151499999999999,1.4345
175151,-0.0184999999999995,1.5494
175152,-0.243200000000002,1.498
175153,-0.113300000000001,1.4116
175154,-0.2212,1.4278
175155,-0.163800000000002,1.3964
175156,-0.342499999999999,0.9855
175157,-0.148,1.2153
175158,-0.162499999999998,1.4165
175159,-0.2864,1.4335
175160,-0.3736,1.1633
175161,-0.2408,1.456
175162,-0.5824,0.9938
175163,-0.415799999999997,1.2186
175164,-0.224,1.3714
175165,-0.185300000000002,1.4484
175166,-0.154299999999999,1.4338
175167,-0.216799999999999,1.2752
175168,-0.1768,1.4303
175169,-0.1341,1.4484
175170,-0.1357,1.4281
175171,-0.418500000000002,0.993600000000001
175172,-0.3741,1.1398
175173,-0.0980999999999987,1.5468
175174,-0.158100000000001,1.4185
175175,-0.1447,1.4034
175176,-0.343700000000002,1.1896
175177,-0.1922,1.4226
175178,-0.159700000000001,1.4007
175179,-0.3643,1.2907
175180,-0.176000000000002,1.3837
175181,-0.415899999999999,0.122499999999999
175182,-0.166699999999999,1.3727
175183,-0.112300000000001,1.3497
175184,-0.133900000000001,1.4169
175185,-0.145300000000001,1.3547
175186,-0.104100000000003,1.3956
175187,-0.315100000000001,1.3067
175188,-0.3184,1.2177
175189,-0.448,1.1841
175190,-0.194700000000001,1.3518
175191,-0.151200000000003,1.5517
175192,-0.0966999999999985,1.5242
175193,-0.00670000000000037,1.539
175194,-0.102899999999998,1.4046
175195,-0.0926000000000009,1.4293
175196,-0.267199999999999,1.3781
175197,-0.2606,1.3045
175198,-0.179199999999998,1.365
175199,-0.132399999999997,1.484
175200,-0.396000000000001,1.1202
175201,-0.1919,1.4007
175202,-0.155200000000001,1.4783
175203,-0.128,1.3557
175204,-0.119699999999998,1.3748
175205,-0.1996,1.2316
175206,-0.192699999999999,1.0893
175207,-0.150099999999998,1.3941
175208,-0.162500000000001,1.4777
175209,-0.131399999999999,1.4988
175210,-0.220699999999997,1.4447
175211,-0.1023,1.5171
175212,-0.198500000000003,1.4193
175213,-0.059800000000001,1.6002
175214,-0.128900000000002,1.4127
175215,-0.133200000000002,1.4135
175216,-0.1251,1.469
175217,-0.0609999999999999,1.5693
175218,-0.211000000000002,1.2936
175219,-0.0693000000000019,1.4674
175220,-0.083000000000002,1.5759
175221,-0.417999999999999,-0.566600000000001
175222,-0.0549999999999997,1.4844
175223,-0.0367999999999995,1.3838
175224,-0.00980000000000203,1.6158
175225,-0.136899999999997,1.4454
175226,-0.1511,1.4052
175227,-0.145800000000001,1.3997
175228,-0.3171,1.1021
175229,-0.165800000000001,1.4431
175230,-0.140000000000001,1.4588
175231,-0.390700000000001,1.0555
175232,-0.159599999999998,1.3939
175233,-0.182100000000002,1.3835
175234,-0.192299999999999,1.3317
175235,-0.155900000000003,1.3998
175236,-0.139200000000002,1.4504
175237,-0.160699999999999,1.4168
175238,-0.0449999999999999,1.5483
175239,-0.1555,1.4421
175240,-0.4209,1.1709
175241,-0.0710999999999995,0.867100000000001
175242,-0.129700000000001,1.1802
175243,-0.1586,1.3744
175244,-0.175799999999999,1.4093
175245,-0.0225000000000009,1.0793
175246,-0.174600000000002,1.4954
175247,-0.445799999999998,1.0841
175248,-0.0743000000000009,1.1911
175249,-0.197300000000002,1.4206
175250,-0.188299999999998,1.3091
175251,-0.4543,1.1101
175252,-0.171400000000002,1.4413
175253,-0.1432,1.4828
175254,-0.0605999999999973,1.4068
175255,-0.0332000000000008,1.5825
175256,-0.382400000000001,0.725200000000001
175257,-0.0675000000000026,1.4298
175258,-0.139200000000002,1.4629
175259,-0.192399999999999,1.3543
175260,-0.231200000000001,1.4477
175261,-0.474599999999999,1.1591
175262,-0.220999999999997,1.3824
175263,-0.0642000000000014,1.4695
175264,-0.437799999999999,1.1597
175265,-0.210599999999999,1.2841
175266,-0.1653,1.4504
175267,-0.3125,1.1703
175268,-0.2468,1.2804
175269,-0.185499999999998,1.4429
175270,-0.111799999999999,1.4278
175271,-0.103199999999999,1.5038
175272,-0.185600000000001,1.3588
175273,-0.155400000000002,1.5513
175274,-0.0686999999999998,1.4768
175275,-0.139700000000001,1.4479
175276,-0.456000000000001,1.0519
175277,-0.342000000000002,1.3344
175278,-0.0996000000000024,1.4785
175279,0.093,1.5398
175280,0.0044000000000004,1.5235
175281,-0.143599999999999,1.3612
175282,-0.1675,1.3981
175283,-0.120900000000002,1.4199
175284,-0.123199999999997,1.3986
175285,-0.243100000000002,1.4153
175286,-0.2301,1.3845
175287,0.0797999999999988,1.5755
175288,-0.308500000000002,1.0272
175289,-0.432299999999998,1.0504
175290,-0.0808999999999997,0.482399999999998
175291,-0.311299999999999,1.2741
175292,-0.125900000000001,1.5031
175293,-0.2499,1.3354
175294,-0.115600000000001,1.4428
175295,-0.1248,1.4773
175296,-0.128700000000002,1.5452
175297,-0.174799999999998,1.3733
175298,-0.166499999999999,1.5622
175299,-0.141200000000001,1.3404
175300,-0.413,1.0783
175301,0.1889,1.5144
175302,-0.135099999999998,1.4152
175303,-0.129,1.414
175304,-0.228899999999999,1.4617
175305,-0.152100000000001,1.3603
175306,-0.126799999999999,1.472
175307,-0.234000000000002,1.3259
175308,-0.0927000000000007,1.4782
175309,-0.227399999999999,1.4512
175310,-0.0584000000000024,1.6261
175311,-0.442599999999999,1.5262
175312,-0.0286000000000008,1.5403
175313,0.1288,1.5333
175314,0.00989999999999824,1.6206
175315,-0.365000000000002,1.2122
175316,-0.1676,1.3246
175317,-0.146100000000001,1.3926
175318,-0.264299999999999,1.333
175319,-0.197400000000002,1.3263
175320,-0.2928,1.353
175321,-0.141999999999999,1.4188
175322,-0.0496999999999996,1.5023
175323,-0.137,1.4053
175324,-0.174799999999998,1.3986
175325,-0.1206,1.3573
175326,-0.4398,0.142299999999999
175327,-0.397599999999999,0.331799999999999
175328,-0.1496,1.412
175329,-0.2014,1.4524
175330,-0.246500000000001,1.2748
175331,-0.1343,1.3599
175332,-0.0778999999999996,1.4019
175333,-0.0489999999999995,1.4225
175334,-0.148500000000002,1.4281
175335,-0.157399999999999,1.3615
175336,-0.1524,1.4608
175337,-0.241800000000001,1.3614
175338,-0.1134,1.5038
175339,-0.100100000000001,1.3691
175340,-0.1416,1.3862
175341,-0.279400000000003,1.1656
175342,-0.1433,1.4922
175343,0.3142,1.4531
175344,-0.150400000000001,1.465
175345,-0.228900000000003,1.3196
175346,-0.119500000000002,1.5649
175347,-0.0140999999999991,1.5815
175348,-0.0733999999999995,1.4948
175349,-0.103999999999999,1.4047
175350,-0.051400000000001,1.496
175351,-0.0851000000000006,1.508
175352,-0.127099999999999,1.4483
175353,-0.1373,1.3988
175354,-0.101000000000001,1.4324
175355,-0.124700000000001,1.2806
175356,-0.0873999999999988,1.4313
175357,-0.1755,1.3419
175358,-1.21,0.646699999999999
175359,-0.2499,1.443
175360,-0.329500000000003,1.2367
175361,-0.220599999999999,1.1712
175362,-0.1729,1.521
175363,-0.190700000000001,1.4959
175364,-0.157499999999999,1.4912
175365,-0.131600000000002,1.3761
175366,-0.235999999999999,0.146899999999999
175367,-0.3858,-0.266400000000001
175368,-0.251199999999999,1.3316
175369,-0.188700000000001,1.3811
175370,-0.0655999999999999,1.521
175371,-0.6448,-0.00839999999999996
175372,-0.177700000000002,1.3235
175373,-0.1799,1.4826
175374,-0.120100000000001,1.5211
175375,-0.101600000000001,1.4656
175376,-0.278700000000001,1.3618
175377,-0.1074,0.396599999999999
175378,-0.128600000000002,1.0756
175379,-0.1412,0.766299999999999
175380,-0.1128,1.4506
175381,-0.243600000000001,1.2862
175382,-0.136000000000003,1.4063
175383,-0.1358,1.4862
175384,-0.243,1.3808
175385,-0.133100000000001,1.49
175386,-0.0693000000000001,1.0228
175387,-0.1393,0.969200000000001
175388,-0.1455,1.3526
175389,-0.1683,1.4123
175390,-0.0806999999999984,1.076
175391,-0.321300000000001,1.2746
175392,-0.235400000000002,1.4383
175393,-0.0803000000000011,1.5481
175394,-0.104299999999999,1.3939
175395,-0.3019,1.164
175396,-0.191099999999999,1.4517
175397,-0.161099999999999,1.2573
175398,-0.215299999999999,1.4462
175399,-0.150499999999999,1.4026
175400,-0.141399999999999,1.3971
175401,-0.164399999999999,1.4427
175402,-0.1289,1.4037
175403,-0.170999999999999,1.3974
175404,-0.2135,1.3531
175405,-0.0992000000000015,1.4836
175406,-0.197899999999997,1.3656
175407,-0.0888000000000009,1.521
175408,-0.484500000000001,0.929399999999999
175409,-0.203799999999998,1.3251
175410,-0.487300000000001,1.8511
175411,-0.0608000000000004,1.2523
175412,-0.104400000000002,1.502
175413,-0.169799999999999,1.3092
175414,-0.0556999999999999,1.5778
175415,-0.1332,1.4356
175416,-0.323899999999998,1.0721
175417,-0.0893999999999977,1.4153
175418,-0.113200000000003,1.3955
175419,-0.3018,1.1017
175420,-0.199300000000001,1.4862
175421,-0.175000000000001,1.3801
175422,-0.142900000000001,1.5228
175423,-0.0126999999999988,1.4645
175424,-0.197699999999998,1.5201
175425,-0.207599999999999,1.4881
175426,-0.119199999999999,1.4797
175427,-0.241199999999999,1.4435
175428,-0.113099999999999,1.4854
175429,-0.116199999999999,1.5882
175430,-0.230599999999999,1.3312
175431,-0.342199999999998,1.1839
175432,-0.303699999999999,1.1518
175433,-0.155099999999999,1.5604
175434,-0.210599999999999,1.421
175435,-0.372100000000003,1.1445
175436,-0.3551,1.105
175437,-0.523799999999998,1.0107
175438,-0.308899999999998,1.1361
175439,-0.130399999999998,1.4664
175440,-0.201399999999998,1.3748
175441,-0.105599999999999,1.3486
175442,-0.0992000000000033,1.4846
175443,-0.106100000000001,1.4345
175444,-0.0839000000000016,1.4311
175445,-0.0656999999999996,1.428
175446,-0.200399999999998,1.5667
175447,-1.3772,-0.1762
175448,-0.2195,1.5762
175449,-0.102,1.3721
175450,-0.139899999999999,1.3627
175451,-0.1244,0.924899999999999
175452,0.0256000000000007,0.3001
175453,-0.1142,1.4904
175454,-0.219799999999999,1.3497
175455,-0.0526999999999997,1.3373
175456,-0.0751999999999988,1.4182
175457,0.0206,1.3424
175458,0.00320000000000142,1.3665
175459,-0.0294000000000008,1.3704
175460,-0.226500000000001,1.3446
175461,-0.135499999999997,1.447
175462,-0.2653,1.2642
175463,-0.3445,1.2385
175464,-0.251000000000001,1.4354
175465,-0.229200000000001,1.4874
175466,-0.280799999999999,1.3086
175467,-0.1181,1.4593
175468,-0.4452,1.114
175469,0.3947,1.5377
175470,-0.0945,1.4715
175471,0.282899999999998,1.3787
175472,-0.0561000000000007,1.225
175473,-0.0812999999999988,1.1752
175474,-0.173400000000001,1.3183
175475,-0.116199999999999,1.3675
175476,-0.1965,1.3545
175477,-0.1774,1.4118
175478,-0.1447,1.4652
175479,-0.156099999999999,1.4813
175480,-0.188699999999997,1.3609
175481,-0.088000000000001,1.5282
175482,-0.102300000000003,1.4991
175483,-0.0619000000000014,1.4728
175484,-0.172900000000002,1.4574
175485,-0.247900000000001,1.8684
175486,-1.0512,-0.770999999999999
175487,-0.165699999999999,1.4717
175488,-0.118100000000002,1.4447
175489,-0.1143,1.4137
175490,-0.196200000000001,1.4745
175491,-0.113499999999998,1.4654
175492,-0.2803,1.3835
175493,-0.197800000000001,1.326
175494,-0.191800000000001,1.29
175495,-0.188399999999998,1.3775
175496,-0.357100000000001,1.2676
175497,-0.129300000000001,1.5092
175498,-0.0688999999999993,1.4902
175499,-0.202500000000001,1.3951
175500,-0.132299999999999,1.2056
175501,-0.178800000000001,1.4418
175502,-0.0122999999999998,1.477
175503,-0.131,1.5188
175504,-0.292200000000001,1.3958
175505,-0.102499999999999,1.5845
175506,-0.2727,1.462
175507,-0.543100000000001,1.0633
175508,-0.1098,1.452
175509,-0.209700000000002,1.4239
175510,-0.1737,1.4501
175511,-0.132199999999999,1.4982
175512,-0.4208,1.3868
175513,-0.0950999999999986,1.527
175514,-0.0823999999999998,1.4459
175515,-0.150600000000001,1.4867
175516,-0.219900000000001,1.5188
175517,-0.194900000000001,1.5513
175518,-0.383599999999999,1.2218
175519,-0.1812,1.5215
175520,-0.200500000000002,0.1661
175521,-0.16,1.5336
175522,-0.3124,1.3861
175523,-0.8865,-0.724600000000001
175524,-0.220700000000001,1.3509
175525,-0.166399999999999,1.4256
175526,-0.1724,1.459
175527,-0.145800000000001,1.5143
175528,-0.132200000000001,1.4709
175529,-0.130799999999997,1.476
175530,-0.132400000000001,1.4515
175531,-0.18,1.4606
175532,-1.0056,-0.478
175533,-0.279800000000002,1.2365
175534,-0.0894999999999992,1.3469
175535,-0.2028,1.4176
175536,-0.1479,1.4914
175537,-0.3177,0.126799999999999
175538,-0.156199999999998,1.5189
175539,-0.269100000000002,1.3258
175540,-0.2011,1.4309
175541,0.0130999999999997,1.2123
175542,-0.136800000000001,1.6186
175543,-0.664299999999999,-0.063600000000001
175544,-0.235600000000002,-0.000499999999998835
175545,0.0603000000000016,1.5334
175546,0.0160000000000018,1.5119
175547,-0.0163000000000011,1.5251
175548,0.0364000000000004,0.621499999999999
175549,-0.0151000000000003,1.3917
175550,0.0349000000000004,1.5192
175551,-0.00549999999999962,1.4729
175552,0.0234000000000023,1.626
175553,0.100000000000001,0.911199999999999
175554,-0.204000000000001,1.3607
175555,-0.0645000000000007,1.4684
175556,-0.173999999999999,1.2055
175557,-0.436199999999999,1.1831
175558,-0.175000000000001,1.4243
175559,-0.149000000000001,1.4337
175560,-0.217600000000001,1.4446
175561,-0.199000000000002,1.4599
175562,-0.132899999999999,1.4645
175563,-0.389900000000001,1.2525
175564,-0.220600000000001,1.3274
175565,-0.117799999999999,1.3478
175566,-0.0366,1.3673
175567,-0.1175,1.5579
175568,-0.525500000000001,1.3994
175569,-0.0853000000000002,1.5608
175570,-0.141300000000001,1.5094
175571,-0.0310000000000006,1.487
175572,-0.331399999999999,1.3057
175573,-0.258900000000001,1.3042
175574,-0.241700000000002,1.3129
175575,-0.3119,0.331200000000001
175576,-0.166500000000003,1.4146
175577,-0.349700000000002,1.1422
175578,-0.147499999999999,1.3533
175579,-0.159600000000001,1.4607
175580,-0.0877999999999997,1.398
175581,-0.1341,1.3964
175582,-0.149700000000001,1.4366
175583,-0.0583999999999989,1.3987
175584,-0.1951,1.3713
175585,-0.0279000000000007,1.4638
175586,-0.235099999999999,1.4121
175587,-0.193200000000001,1.5715
175588,-0.255099999999999,1.4429
175589,-0.224300000000001,1.378
175590,-0.2225,1.424
175591,-0.162800000000001,1.4658
175592,-0.481199999999999,1.0444
175593,-0.347799999999999,1.1851
175594,-0.147599999999999,1.4842
175595,-0.0358999999999998,1.0087
175596,-0.0275000000000016,1.3665
175597,-0.105300000000003,1.5015
175598,-0.0619000000000014,1.4109
175599,-0.147,1.4285
175600,-0.301399999999997,1.3049
175601,-0.200399999999998,1.4788
175602,-0.0594999999999999,1.5638
175603,-0.0740000000000016,1.4414
175604,0.00670000000000215,1.6109
175605,-0.2484,1.366
175606,-0.331499999999998,1.1423
175607,-0.111499999999999,1.3238
175608,-0.3802,1.7211
175609,-0.168900000000001,1.3274
175610,-0.0838000000000001,1.4056
175611,0.2166,1.3313
175612,-0.162499999999998,1.45
175613,-0.656599999999999,-0.2324
175614,-0.222900000000003,1.4672
175615,-0.194699999999997,1.4973
175616,-0.1494,1.4186
175617,-0.118699999999999,1.5034
175618,-0.1074,1.4863
175619,-0.0905999999999985,1.419
175620,-0.0657999999999994,1.5214
175621,-0.0936000000000021,1.4145
175622,-0.280899999999999,1.2242
175623,-0.150600000000001,1.3885
175624,-0.113299999999999,1.3999
175625,-0.123899999999999,1.3974
175626,-0.2178,1.2678
175627,-0.3764,1.1133
175628,-0.123200000000001,1.4014
175629,-0.366800000000001,1.1328
175630,-0.2065,0.6685
175631,-0.132200000000001,1.3126
175632,-0.1478,1.1711
175633,-0.152900000000002,1.4139
175634,-0.104600000000001,1.442
175635,-0.449999999999999,1.2018
175636,-0.0951000000000022,1.4628
175637,-0.5146,1.0268
175638,-0.200199999999999,1.3125
175639,-0.1213,1.4322
175640,-0.1569,1.4155
175641,-0.148300000000001,1.4306
175642,-0.0153999999999996,1.5639
175643,-0.0925999999999974,1.5206
175644,-0.132200000000001,1.5053
175645,-0.120200000000001,1.4745
175646,-0.465199999999999,0.9832
175647,-0.1568,1.3581
175648,-0.0799000000000021,1.5261
175649,-0.0548999999999999,1.4895
175650,-0.0593000000000004,1.4572
175651,-0.0937999999999999,1.5346
175652,-0.8371,1.9081
175653,-0.2193,1.4533
175654,-0.0538999999999987,1.5184
175655,-0.100300000000001,1.5524
175656,-0.376000000000001,1.0921
175657,-0.141200000000001,1.3528
175658,-0.0474999999999994,0.300600000000001
175659,-0.162500000000001,1.2603
175660,-0.181100000000001,1.3347
175661,-0.1312,0.384799999999998
175662,-0.1248,1.4109
175663,-0.115600000000001,1.35
175664,0.0176999999999996,1.4698
175665,-0.1966,1.3343
175666,-0.0534999999999997,1.0396
175667,-0.226799999999999,1.3435
175668,-0.175899999999999,1.4914
175669,0.0625,1.7951
175670,-0.118300000000001,1.5699
175671,-0.158099999999997,1.5574
175672,-0.1114,1.4948
175673,-0.1373,1.4878
175674,-0.131700000000002,1.5024
175675,-0.165499999999998,1.5023
175676,-0.104400000000002,1.3665
175677,-0.4102,1.0634
175678,-0.2212,1.4976
175679,-0.3565,1.1367
175680,-0.128599999999999,1.4691
175681,-0.218899999999998,1.4769
175682,-0.1738,1.5232
175683,-0.131899999999998,1.4858
175684,-0.206599999999998,1.3447
175685,-0.0799999999999983,1.4644
175686,-0.1496,1.522
175687,-0.167400000000001,1.4538
175688,-0.0437000000000012,1.5783
175689,-0.1235,1.4957
175690,0.00539999999999807,1.566
175691,-0.198399999999999,1.4112
175692,-0.221699999999998,1.3727
175693,-0.200700000000001,1.5145
175694,-0.145800000000001,1.3166
175695,-0.163700000000002,1.4295
175696,-0.1264,1.5788
175697,-0.0797000000000008,1.4421
175698,-0.168199999999999,1.4179
175699,-0.266099999999998,1.3346
175700,-0.223299999999998,1.3078
175701,-0.386900000000001,1.2243
175702,-0.1555,1.4271
175703,-0.238600000000002,1.5117
175704,-0.606999999999999,0.647600000000001
175705,-0.420200000000001,1.0969
175706,-0.204899999999999,1.2786
175707,-0.157400000000001,1.5062
175708,-0.361300000000002,0.574000000000002
175709,-0.3047,1.2758
175710,-0.1402,1.3845
175711,-0.0534999999999997,1.5075
175712,-0.3781,1.1342
175713,-0.1265,1.4188
175714,-0.116400000000001,1.4127
175715,-0.110099999999999,1.3636
175716,-0.0531000000000006,1.4369
175717,-0.109000000000002,1.4048
175718,-0.1828,1.2705
175719,-0.101099999999999,1.5201
175720,-0.1708,1.4106
175721,-0.2363,1.3565
175722,-0.2026,1.3821
175723,-0.206600000000002,1.3328
175724,-0.0497000000000014,1.4753
175725,-0.304400000000001,1.1062
175726,-0.1875,1.3632
175727,-0.220099999999999,1.466
175728,-0.165999999999999,1.4637
175729,-0.1601,1.3504
175730,-0.243600000000001,1.8079
175731,-0.157799999999998,1.3821
175732,-0.1343,1.427
175733,-0.3626,1.1639
175734,-0.0733999999999995,1.5102
175735,-0.119700000000002,1.4829
175736,-0.0625999999999998,1.4626
175737,-0.318800000000003,1.1185
175738,-0.326000000000001,1.269
175739,-0.276599999999998,1.342
175740,-0.1119,1.4981
175741,-0.163999999999998,1.3379
175742,-0.1632,1.4782
175743,0.0504999999999995,1.5838
175744,0.0192999999999977,1.4932
175745,-1.1295,-2.9191
175746,-0.0137,1.6172
175747,-0.035499999999999,1.5162
175748,-0.241199999999999,1.185
175749,-0.169899999999998,1.4963
175750,-0.152099999999999,1.4585
175751,-0.3865,-0.252700000000001
175752,-0.345099999999999,1.1722
