RunningID,Ra,Dec,X,Y,Flux1,dFlux1,Flux2,dFlux2,Flux3,dFlux3,Class,Mag1,dMag1,Mag2,dMag2,Mag3,dMag3,StarID,MJD,FieldId
243928.0,7721.73,4781.86,7191.13,164.692,11180.4,238.068,15381.1,344.758,4.71288,-0.523781,-1.0,16.3942,0.0248658,16.4158,0.0231191,16.435,0.0243362,170000,57268.1596647,2
243929.0,7718.1,4788.16,2126.17,161.827,3260.61,234.893,4462.94,341.644,4.71288,-0.523769,-1.0,17.7172,0.0826378,17.7537,0.0782162,17.7784,0.0831148,170001,57268.1596647,2
243930.0,7004.23,4786.15,5756.54,163.916,9160.79,237.301,13100.7,344.148,4.7117,-0.523189,-1.0,16.6358,0.0309161,16.6321,0.028125,16.6092,0.0285218,170002,57268.1596647,2
244103.0,6314.91,4788.8,3064.79,166.493,4909.09,239.469,7171.66,344.307,4.71055,-0.522622,-2.0,17.3202,0.0589823,17.3094,0.0529632,17.2634,0.0521256,170003,57268.1596647,2
244023.0,3290.06,4789.61,1346.55,169.004,2165.28,240.442,3069.26,342.411,4.70554,-0.520143,-1.0,18.2132,0.13627,18.1982,0.120565,18.1849,0.121127,170004,57268.1596647,2
243961.0,2059.57,4785.4,5454.07,171.174,9188.24,243.829,13913.4,347.616,4.7035,-0.519138,1.0,16.6944,0.0340756,16.6289,0.0288123,16.5438,0.0271263,170005,57268.1596647,2
243959.0,1650.52,4780.34,17438.5,174.428,27916.2,247.986,38523.0,352.16,4.70282,-0.518809,-1.0,15.4325,0.0108601,15.4223,0.00964487,15.4381,0.00992535,170006,57268.1596647,2
243960.0,1646.28,4786.15,10415.2,170.539,16200.5,243.35,22449.1,347.609,4.70282,-0.518797,-1.0,15.9921,0.017778,16.0131,0.016309,16.0244,0.016812,170007,57268.1596647,2
244006.0,1017.47,4787.93,1373.65,166.423,2406.37,238.916,3813.51,343.328,4.70178,-0.518277,1.0,18.1915,0.131542,18.0835,0.107798,17.9491,0.0977486,170008,57268.1596647,2
244043.0,1175.41,4789.68,1687.03,165.509,2610.07,237.782,3337.26,342.041,4.70204,-0.518405,-1.0,17.9684,0.106518,17.9953,0.0989129,18.094,0.111279,170009,57268.1596647,2
244071.0,7064.14,4789.67,1563.54,161.5,2515.98,234.587,3587.0,341.389,4.7118,-0.523233,1.0,18.051,0.112147,18.0352,0.101233,18.0156,0.103334,170010,57268.1596647,2
244019.0,6665.43,4789.26,850.201,165.271,1541.35,238.129,2449.94,342.926,4.71114,-0.522908,1.0,18.7124,0.211058,18.5672,0.16774,18.4295,0.151975,170011,57268.1596647,2
243920.0,10544.1,4783.43,74931.1,197.56,116984.0,275.906,161479.0,384.093,4.71758,-0.526076,-1.0,13.8496,0.00286262,13.8666,0.00256072,13.8821,0.00258254,170012,57268.1596647,2
243921.0,10526.3,4777.65,2830.08,160.13,4565.75,233.549,6307.32,341.53,4.71755,-0.526069,-1.0,17.4067,0.0614326,17.3882,0.0555383,17.4028,0.0587908,170013,57268.1596647,2
243922.0,10538.0,4776.07,42550.0,181.724,64516.2,257.026,90064.9,365.138,4.71757,-0.526081,-1.0,14.464,0.00463703,14.5128,0.00432548,14.516,0.00440177,170014,57268.1596647,2
245212.0,10566.9,4782.48,11349.5,164.99,17984.9,238.996,25037.0,346.945,4.71762,-0.526095,-1.0,15.8988,0.0157837,15.8997,0.0144281,15.906,0.0150454,170015,57268.1596647,2
243706.0,12694.7,4774.95,231539.0,275.47,435260.0,383.612,729073.0,519.964,4.72117,-0.527832,-1.0,12.6247,0.00129174,12.4401,0.000956907,12.2455,0.000774334,170016,57268.1596647,2
243707.0,12682.7,4754.67,9212.04,176.695,15012.0,249.666,21556.6,354.751,4.72113,-0.527851,1.0,16.1253,0.0208255,16.0958,0.018057,16.0685,0.0178677,170017,57268.1596647,2
243709.0,12691.4,4746.57,121966.0,232.093,198870.0,315.335,278313.0,422.231,4.72113,-0.52787,-1.0,13.3206,0.0020661,13.2905,0.00172158,13.2911,0.00164719,170018,57268.1596647,2
243710.0,12697.8,4755.4,24956.3,185.428,40322.5,259.693,57893.0,365.059,4.72115,-0.527862,-1.0,15.0433,0.00806715,15.0231,0.00699261,14.9959,0.00684642,170019,57268.1596647,2
244061.0,10480.4,4790.53,1363.78,159.275,2287.76,232.608,3298.74,340.648,4.71749,-0.526014,-1.0,18.1994,0.126803,18.1384,0.110393,18.1066,0.11212,170020,57268.1596647,2
244065.0,12176.7,4789.95,3230.51,173.25,4925.58,245.538,6528.13,350.374,4.72031,-0.52739,-1.0,17.2631,0.0582277,17.3058,0.0541237,17.3655,0.0582732,170021,57268.1596647,2
244057.0,11180.1,4789.43,1618.71,167.077,2620.28,239.865,3758.69,346.182,4.71865,-0.526583,1.0,18.0133,0.112066,17.9911,0.0993905,17.9648,0.0999987,170022,57268.1596647,2
244100.0,7265.58,4786.08,14884.7,169.094,24022.8,243.313,34136.5,350.221,4.71213,-0.523402,-1.0,15.6044,0.0123344,15.5854,0.0109968,15.5694,0.0111391,170023,57268.1596647,2
244102.0,7262.91,4778.59,4324.51,163.123,6996.64,236.455,10151.1,343.326,4.71212,-0.523411,-1.0,16.9464,0.0409547,16.9247,0.0366932,16.8862,0.0367214,170024,57268.1596647,2
243955.0,6562.01,4784.52,17955.7,174.978,28134.1,248.873,38944.1,353.43,4.71096,-0.52283,-1.0,15.4007,0.0105805,15.4139,0.0096044,15.4263,0.00985344,170025,57268.1596647,2
243931.0,7391.79,4785.98,17009.8,170.26,26312.9,244.21,36610.5,350.93,4.71234,-0.523506,-1.0,15.4595,0.0108677,15.4865,0.0100768,15.4934,0.0104074,170026,57268.1596647,2
244128.0,1243.89,4789.83,1575.36,165.419,2359.14,237.648,3083.93,341.934,4.70216,-0.518461,-1.0,18.0428,0.114007,18.1051,0.109372,18.1797,0.120382,170027,57268.1596647,2
244120.0,1505.15,4769.65,14533.7,172.919,26014.1,247.347,42381.1,353.358,4.70257,-0.518705,1.0,15.6303,0.0129179,15.4989,0.0103234,15.3345,0.0090525,170028,57268.1596647,2
244119.0,1530.04,4760.24,15706.2,173.547,24820.8,246.843,35700.2,351.431,4.7026,-0.518739,-1.0,15.5461,0.011997,15.5499,0.0107977,15.5208,0.010688,170029,57268.1596647,2
244121.0,1481.67,4768.0,23019.4,177.569,36051.0,251.279,49906.8,355.477,4.70253,-0.518688,-1.0,15.131,0.00837525,15.1447,0.00756772,15.157,0.00773353,170030,57268.1596647,2
244122.0,1485.67,4788.9,4219.42,167.045,6556.57,239.484,8940.51,343.759,4.70255,-0.518661,-1.0,16.9731,0.0429839,16.9953,0.0396575,17.024,0.0417463,170031,57268.1596647,2
244124.0,1522.06,4756.88,4059.08,166.881,6812.99,239.503,11013.3,344.268,4.70258,-0.518737,1.0,17.0152,0.044638,16.9536,0.038168,16.7976,0.0339395,170032,57268.1596647,2
244125.0,1488.55,4775.79,16423.3,173.955,27938.4,248.099,42830.6,353.492,4.70255,-0.518682,1.0,15.4976,0.0115001,15.4214,0.0096416,15.323,0.0089609,170033,57268.1596647,2
243946.0,5428.91,4786.8,8777.38,165.907,13444.1,237.495,18460.0,340.448,4.70908,-0.5219,-1.0,16.1778,0.0205223,16.2156,0.01918,16.2369,0.0200237,170034,57268.1596647,2
